"model_string","model","train_task","train_data","architecture","model_class","model_depth","display_name","description","total_feature_count","total_parameter_count","metric","score","compare_training","compare_architecture","compare_goal_slip","compare_goal_taskonomy_tasks","compare_goal_taskonomy_cluster","compare_goal_expertise","compare_diet_ipcl","compare_goal_selfsupervised","compare_goal_contrastive","compare_diet_imagenetsize"
"swin_large_patch4_window7_224_random","swin_large_patch4_window7_224","random",NA,"swin_large_patch4_window7_224","Transformer",NA,"Swin-L-P4-W7","Swin-L-P4-W7 randomly initialized, with no training.",NA,NA,"srpr",0.122662502843743,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"regnety_064_random","regnety_064","random",NA,"regnety_064","Convolutional",658,"RegNetY-64","RegNetY-64 randomly initialized, with no training.",103013924,30583252,"srpr",0.122935189380118,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vit_large_patch16_224_random","vit_large_patch16_224","random",NA,"vit_large_patch16_224","Transformer",441,"ViT-L-P16","ViT-L-P16 randomly initialized, with no training.",151473488,304123880,"srpr",0.123127700023522,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"visformer_small_random","visformer_small","random",NA,"visformer_small","Transformer",226,"Visformer","Visformer randomly initialized, with no training.",31879784,39956168,"srpr",0.124060306256559,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"swin_base_patch4_window7_224_random","swin_base_patch4_window7_224","random",NA,"swin_base_patch4_window7_224","Transformer",NA,"Swin-B-P4-W7","Swin-B-P4-W7 randomly initialized, with no training.",NA,NA,"srpr",0.125088029345571,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vgg16_random","vgg16","random",NA,"vgg16","Convolutional",40,"VGG16","VGG16 randomly initialized, with no training.",28677072,138357544,"srpr",0.125243468773529,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"random_weights_taskonomy","random_weights","taskonomy",NA,"resnet50","Convolutional",179,"Random Weights","Taskonomy architecture randomly initialized.",37564576,23655504,"srpr",0.126388875545783,NA,NA,NA,"random_weights","Random",NA,NA,NA,NA,NA
"xcit_nano_12_p8_224_random","xcit_nano_12_p8_224","random",NA,"xcit_nano_12_p8_224","Transformer",NA,"XCIT-N-12-P8","XCIT-N-12-P8 randomly initialized, with no training.",NA,NA,"srpr",0.127665756300325,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cspresnet50_random","cspresnet50","random",NA,"cspresnet50","Convolutional",329,"CSP-ResNet50","CSP-ResNet50 randomly initialized, with no training.",51186592,21616168,"srpr",0.128581715817134,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"autoencoding_taskonomy","autoencoding","taskonomy","taskonomy","resnet50","Convolutional",179,"Autoencoder","Image compression and decompression",37564576,23655504,"srpr",0.129198356655757,NA,NA,NA,"autoencoding","2D",NA,NA,NA,NA,NA
"resnet18_random","resnet18","random",NA,"resnet18","Convolutional",69,"ResNet18","ResNet18 randomly initialized, with no training.",8231376,11689512,"srpr",0.129952762781892,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"inception_v3_random","inception_v3","random",NA,"inception_v3","Convolutional",300,"Inception-V3","Inception-V3 randomly initialized, with no training.",15467136,23834568,"srpr",0.129958832401615,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"skresnext50_32x4d_random","skresnext50_32x4d","random",NA,"skresnext50_32x4d","Convolutional",497,"SKResNext50-32x4D","SKResNext50-32x4D randomly initialized, with no training.",99238128,27479784,"srpr",0.131972536896102,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"squeezenet1_0_random","squeezenet1_0","random",NA,"squeezenet1_0","Convolutional",66,"SqueezeNet1.0","SqueezeNet1.0 randomly initialized, with no training.",12033376,1248424,"srpr",0.133315389609003,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"vanishing_point_taskonomy","vanishing_point","taskonomy","taskonomy","resnet50","Convolutional",179,"Vanishing Point","Three Manhattan-world vanishing points.",37564576,23655504,"srpr",0.140949261246682,NA,NA,NA,"vanishing_point","Geometric",NA,NA,NA,NA,NA
"jigsaw_taskonomy","jigsaw","taskonomy","taskonomy","resnet50","Convolutional",179,"Jigsaw","Putting scrambled image pieces back together.",37564576,23655504,"srpr",0.141650117397355,NA,NA,NA,"jigsaw","Geometric",NA,NA,NA,NA,NA
"xception_random","xception","random",NA,"xception","Convolutional",204,"XCeption","XCeption randomly initialized, with no training.",52151632,22855952,"srpr",0.14450902022516,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"alexnet_random","alexnet","random",NA,"alexnet","Convolutional",22,"AlexNet","AlexNet randomly initialized, with no training.",1099216,61100840,"srpr",0.149376635092919,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"densenet121_random","densenet121","random",NA,"densenet121","Convolutional",429,"DenseNet121","DenseNet121 randomly initialized, with no training.",41096144,7978856,"srpr",0.150058521107051,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"jx_nest_tiny_random","jx_nest_tiny","random",NA,"jx_nest_tiny","Transformer",213,"JX-NesT-Tiny","JX-NesT-Tiny randomly initialized, with no training.",52424528,16530760,"srpr",0.155652978655545,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nonfixated_pose_taskonomy","nonfixated_pose","taskonomy","taskonomy","resnet50","Convolutional",179,"Camera Pose (Nonfixated)","Relative camera pose with distinct optical centers.",37564576,23655504,"srpr",0.156733702955373,NA,NA,NA,"nonfixated_pose","Geometric",NA,NA,NA,NA,NA
"segment_unsup2d_taskonomy","segment_unsup2d","taskonomy","taskonomy","resnet50","Convolutional",179,"Unsupervised 2D Segmentation","Segmentation (graph cut approximation) on RGB.",37564576,23655504,"srpr",0.158666196799007,NA,NA,NA,"segment_unsup2d","2D",NA,NA,NA,NA,NA
"googlenet_random","googlenet","random",NA,"googlenet","Convolutional",197,"GoogleNet","GoogleNet randomly initialized, with no training.",12335584,6624904,"srpr",0.15894482081769,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"egomotion_taskonomy","egomotion","taskonomy","taskonomy","resnet50","Convolutional",179,"Egomotion","Odometry (camera poses) given three input images.",37564576,23655504,"srpr",0.169346607940887,NA,NA,NA,"egomotion","Geometric",NA,NA,NA,NA,NA
"inpainting_taskonomy","inpainting","taskonomy","taskonomy","resnet50","Convolutional",179,"Inpainting","Filling in masked center of image.",37564576,23655504,"srpr",0.169791367244862,NA,NA,NA,"inpainting","2D",NA,NA,NA,NA,NA
"nf_resnet50_random","nf_resnet50","random",NA,"nf_resnet50","Convolutional",151,"NF-ResNet50","NF-ResNet50 randomly initialized, with no training.",33527712,25530472,"srpr",0.170186020712107,"random",NA,NA,NA,NA,NA,NA,NA,NA,NA
"fixated_pose_taskonomy","fixated_pose","taskonomy","taskonomy","resnet50","Convolutional",179,"Camera Pose (Fixated)","Relative camera pose with matching optical centers.",37564576,23655504,"srpr",0.185099672890333,NA,NA,NA,"fixated_pose","Geometric",NA,NA,NA,NA,NA
"point_matching_taskonomy","point_matching","taskonomy","taskonomy","resnet50","Convolutional",179,"Point Matching","Classifying if centers of two images match or not.",37564576,23655504,"srpr",0.189386716180516,NA,NA,NA,"point_matching","Geometric",NA,NA,NA,NA,NA
"curvature_taskonomy","curvature","taskonomy","taskonomy","resnet50","Convolutional",179,"Curvatures","Magnitude of 3D principal curvatures",37564576,23655504,"srpr",0.216447165922202,NA,NA,NA,"curvature","3D",NA,NA,NA,NA,NA
"alexnet_gn_ipcl_vggface2_ipcl","alexnet_gn_ipcl_vggface2","ipcl","vggface2","alexnet_gn","Convolutional",NA,"AlexNet-GN-IPCLVGGFace2","AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on VGGFace2.",NA,NA,"srpr",0.216648590976135,NA,NA,NA,NA,NA,NA,"vggface2",NA,NA,NA
"room_layout_taskonomy","room_layout","taskonomy","taskonomy","resnet50","Convolutional",179,"Room Layout","Orientation and aspect ratio of cubic room layout.",37564576,23655504,"srpr",0.217757709797586,NA,NA,NA,"room_layout","Geometric",NA,NA,NA,NA,NA
"segment_semantic_taskonomy","segment_semantic","taskonomy","taskonomy","resnet50","Convolutional",179,"Semantic Segmentation","Pixel-wise semantic labeling (via knowledge distillation from MS COCO).",37564576,23655504,"srpr",0.23327719098131,NA,NA,NA,"segment_semantic","Semantic",NA,NA,NA,NA,NA
"depth_zbuffer_taskonomy","depth_zbuffer","taskonomy","taskonomy","resnet50","Convolutional",179,"Z-Buffer Depth","Depth estimation.",37564576,23655504,"srpr",0.236541829348589,NA,NA,NA,"depth_zbuffer","3D",NA,NA,NA,NA,NA
"segment_unsup25d_taskonomy","segment_unsup25d","taskonomy","taskonomy","resnet50","Convolutional",179,"Unsupervised 2.5D Segmentation","Segmentation (graph cut approximation) on RGB-D-Normals-Curvature image.",37564576,23655504,"srpr",0.237831995399626,NA,NA,NA,"segment_unsup25d","3D",NA,NA,NA,NA,NA
"normal_taskonomy","normal","taskonomy","taskonomy","resnet50","Convolutional",179,"Surface Normals","Pixel-wise surface normals.",37564576,23655504,"srpr",0.24365490637392,NA,NA,NA,"normal","3D",NA,NA,NA,NA,NA
"depth_euclidean_taskonomy","depth_euclidean","taskonomy","taskonomy","resnet50","Convolutional",179,"Euclidean Depth","Depth estimation",37564576,23655504,"srpr",0.245934586761638,NA,NA,NA,"depth_euclidean","3D",NA,NA,NA,NA,NA
"edge_occlusion_taskonomy","edge_occlusion","taskonomy","taskonomy","resnet50","Convolutional",179,"Occlusion Edges","Edges which include parts of the scene.",37564576,23655504,"srpr",0.24682541326213,NA,NA,NA,"edge_occlusion","3D",NA,NA,NA,NA,NA
"reshading_taskonomy","reshading","taskonomy","taskonomy","resnet50","Convolutional",179,"Reshading","Reshading with new lighting placed at camera location.",37564576,23655504,"srpr",0.248097194119517,NA,NA,NA,"reshading","3D",NA,NA,NA,NA,NA
"keypoints3d_taskonomy","keypoints3d","taskonomy","taskonomy","resnet50","Convolutional",179,"3D Keypoints","3D Keypoint estimation from underlying scene 3D.",37564576,23655504,"srpr",0.254554834271112,NA,NA,NA,"keypoints3d","3D",NA,NA,NA,NA,NA
"class_scene_taskonomy","class_scene","taskonomy","taskonomy","resnet50","Convolutional",179,"Scene Classification","Scene Classification (via knowledge distillation from MIT Places).",37564576,23655504,"srpr",0.286302076476033,NA,NA,NA,"class_scene","Semantic",NA,NA,NA,NA,NA
"class_object_taskonomy","class_object","taskonomy","taskonomy","resnet50","Convolutional",179,"Object Classification","1000-way object classification (via knowledge distillation from ImageNet).",37564576,23655504,"srpr",0.289656702183116,NA,NA,NA,"class_object","Semantic",NA,NA,NA,NA,NA
"alexnet_gn_ipcl_places256_ipcl","alexnet_gn_ipcl_places256","ipcl","places256","alexnet_gn","Convolutional",NA,"AlexNet-GN-IPCLPlaces256","AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on Places256.",NA,NA,"srpr",0.296718026524128,NA,NA,NA,NA,NA,NA,"places256",NA,NA,NA
"alexnet_gn_ipcl_openimages_ipcl","alexnet_gn_ipcl_openimages","ipcl","openimages","alexnet_gn","Convolutional",NA,"AlexNet-GN-IPCLOpenImages","AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on OpenImages.",NA,NA,"srpr",0.308696086718687,NA,NA,NA,NA,NA,NA,"openimages",NA,NA,NA
"alexnet_gn_ipcl_imagenet_ipcl","alexnet_gn_ipcl_imagenet","ipcl","imagenet","alexnet_gn","Convolutional",NA,"AlexNet-GN-IPCLImageNet","AlexNet (modified with GroupNorm) trained via IPCL-Style-Self-Supervision on ImageNet.",NA,NA,"srpr",0.328272717477119,NA,NA,NA,NA,NA,NA,"imagenet",NA,NA,NA
"ResNet50-RotNet_selfsupervised","ResNet50-RotNet","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-RotNet","ResNet50-RotNet, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.332064504992629,NA,NA,NA,NA,NA,NA,NA,"RotNet","Non-Contrastive",NA
"ResNet50-JigSaw-Goyal19_selfsupervised","ResNet50-JigSaw-Goyal19","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-JigSaw-Goyal19","ResNet50-JigSaw-Goyal19, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.336906352065773,NA,NA,NA,NA,NA,NA,NA,"JigSaw-Goyal19","Non-Contrastive",NA
"ResNet50-MoCoV2-BS256_selfsupervised","ResNet50-MoCoV2-BS256","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-MoCoV2-BS256","ResNet50-MoCoV2-BS256, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.338708595891208,NA,NA,NA,NA,NA,NA,NA,"MoCoV2-BS256","Contrastive",NA
"vit_tiny_patch16_224_classification","vit_tiny_patch16_224","classification","imagenet","vit_tiny_patch16_224","Transformer",225,"ViT-T-P16","ViT-T-P16 trained on image classification with the ImageNet dataset.",14296916,5679400,"srpr",0.340434547775727,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-L-CLIP_slip","ViT-L-CLIP","slip","YFCC15M","ViT-L","Transformer",441,"ViT-L-CLIP","ViT-L-CLIP trained via pure language supervision with the YFCC15M dataset.",151473536,303098880,"srpr",0.341715828576884,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"ResNet50-JigSaw-P100_selfsupervised","ResNet50-JigSaw-P100","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-JigSaw-P100","ResNet50-JigSaw-P100, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.342658619078337,NA,NA,NA,NA,NA,NA,NA,"JigSaw-P100","Non-Contrastive",NA
"MiDaS_monoculardepth","MiDaS","monoculardepth","ReDWeb,DIML,Movies,MegaDepth,WSVD,TartanAir,HRWSI,ApolloScape,BlendedMVS,IRS","MiDaS",NA,NA,"MiDaS","MiDaS, a monocular depth estimation model.",NA,NA,"srpr",0.349044409056368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alexnet_classification","alexnet","classification","imagenet","alexnet","Convolutional",22,"AlexNet","AlexNet trained on image classification with the ImageNet dataset.",1099216,61100840,"srpr",0.350091236824547,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_small_patch32_224_in21k_classification","vit_small_patch32_224_in21k","classification","imagenet21k","vit_small_patch32_224","Transformer",225,"ViT-S-P32-IN21K","ViT-S-P32-IN21K trained on image classification with the ImageNet21K dataset.",6770502,30883923,"srpr",0.351598068075274,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"squeezenet1_0_classification","squeezenet1_0","classification","imagenet","squeezenet1_0","Convolutional",66,"SqueezeNet1.0","SqueezeNet1.0 trained on image classification with the ImageNet dataset.",12033376,1248424,"srpr",0.352422712564796,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_small_patch32_224_classification","vit_small_patch32_224","classification","imagenet","vit_small_patch32_224","Transformer",225,"ViT-S-P32","ViT-S-P32 trained on image classification with the ImageNet dataset.",6728816,22859368,"srpr",0.353057366798529,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"ResNet50-ClusterFit-16K-RotNet_selfsupervised","ResNet50-ClusterFit-16K-RotNet","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-ClusterFit-16K-RotNet","ResNet50-ClusterFit-16K-RotNet, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"srpr",0.355058404123133,NA,NA,NA,NA,NA,NA,NA,"ClusterFit-16K-RotNet","Non-Contrastive",NA
"vit_small_patch16_224_in21k_classification","vit_small_patch16_224_in21k","classification","imagenet21k","vit_small_patch16_224","Transformer",225,"ViT-S-P16-IN21K","ViT-S-P16-IN21K trained on image classification with the ImageNet21K dataset.",28633518,29999187,"srpr",0.35582888302363,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"DPT_Hybrid_monoculardepth","DPT_Hybrid","monoculardepth","ReDWeb,DIML,Movies,MegaDepth,WSVD,TartanAir,HRWSI,ApolloScape,BlendedMVS,IRS","DPT_Hybrid","Transformer",584,"DPT-Hybrid","DPT-Hybrid, a monocular depth estimation model.",167515152,120753921,"srpr",0.355935498842211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ViT-S-CLIP_slip","ViT-S-CLIP","slip","YFCC15M","ViT-S","Transformer",225,"ViT-S-CLIP","ViT-S-CLIP trained via pure language supervision with the YFCC15M dataset.",31384848,21589632,"srpr",0.356432294751358,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"ViT-L-SimCLR_slip","ViT-L-SimCLR","slip","YFCC15M","ViT-L","Transformer",441,"ViT-L-SimCLR","ViT-L-SimCLR trained via pure self-supervision with the YFCC15M dataset.",151473536,303098880,"srpr",0.358585123837369,NA,NA,"SimCLR",NA,NA,NA,NA,NA,NA,NA
"keypoint_rcnn_R_50_FPN_3x_segmentation","keypoint_rcnn_R_50_FPN_3x","segmentation","coco2017","keypoint_rcnn_R_50_FPN_3x","Convolutional",NA,"Keypoint-RCNN-ResNet50-FPN","Keypoint-RCNN-ResNet50-FPN, trained on segmentation with the CoCo2017 dataset.",NA,NA,"srpr",0.358611519034415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crossvit_base_240_classification","crossvit_base_240","classification","imagenet","crossvit_base_240","Transformer",383,"CrossViT-B","CrossViT-B trained on image classification with the ImageNet dataset.",80095620,104718800,"srpr",0.359044434920278,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch16_224_in21k_classification","vit_base_patch16_224_in21k","classification","imagenet21k","vit_base_patch16_224","Transformer",225,"ViT-B-P16-IN21K","ViT-B-P16-IN21K trained on image classification with the ImageNet21K dataset.",57223350,102443859,"srpr",0.359102373725841,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"vgg16_classification","vgg16","classification","imagenet","vgg16","Convolutional",40,"VGG16","VGG16 trained on image classification with the ImageNet dataset.",28677072,138357544,"srpr",0.359138281241716,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-L-SLIP-CC12M_slip","ViT-L-SLIP-CC12M","slip","YFCC15M","ViT-L","Transformer",225,"ViT-L-SLIP-CC12M","ViT-L-SLIP-CC12M trained via combined self- and language supervision with the YFCC15M dataset.",57181200,85646592,"srpr",0.359949225579971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deit_base_patch16_224_classification","deit_base_patch16_224","classification","imagenet","deit_base_patch16_224","Transformer",225,"DeiT-B-P16-224","DeiT-B-P16-224 trained on image classification with the ImageNet dataset.",57181664,86415592,"srpr",0.360004042997585,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"convit_base_classification","convit_base","classification","imagenet","convit_base","Hybrid",219,"ConViT-B","ConViT-B trained on image classification with the ImageNet dataset.",61295088,86388584,"srpr",0.360232641603476,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"resnet18_classification","resnet18","classification","imagenet","resnet18","Convolutional",69,"ResNet18","ResNet18 trained on image classification with the ImageNet dataset.",8231376,11689512,"srpr",0.360396078360941,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_patch16_224_classification","vit_base_patch16_224","classification","imagenet","vit_base_patch16_224","Transformer",225,"ViT-B-P16","ViT-B-P16 trained on image classification with the ImageNet dataset.",57181664,86415592,"srpr",0.360701098265523,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
